Airline,Journey_month,Journey_year,Source,Destination,Route,Dep_Time,Arrival_Time,Duration_Hours,Duration_Minutes,Duration_In_Minutes,Total_Stops,Price_rupee,Log_price,Class,Additional_Info
IndiGo,6,2019,Mumbai,Hyderabad,BOM → HYD,09:15,10:45,1.0,30.0,90.0,0.0,4049,8.30622521603216,Economy,No info
Jet Airways,3,2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1.0,25.0,85.0,0.0,9536,9.16282938930513,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9.0,50.0,590.0,1.0,14571,9.586788531013854,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7.0,20.0,440.0,2.0,15812,9.668524424416576,Business,In-flight meal not included
Air Asia,6,2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14.0,30.0,870.0,1.0,8759,9.07783702216309,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9.0,50.0,590.0,2.0,10151,9.225327501784431,Economy,No info
IndiGo,5,2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2.0,35.0,155.0,0.0,4804,8.477204183199873,Economy,No info
IndiGo,6,2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30,8.0,0.0,480.0,1.0,6104,8.716699572964293,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2.0,30.0,150.0,0.0,5510,8.61431990214696,Economy,No info
IndiGo,5,2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5.0,20.0,320.0,1.0,6027,8.704004653483045,Economy,No info
SpiceJet,5,2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2.0,25.0,145.0,0.0,4174,8.336630087637147,Economy,No info
IndiGo,5,2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30,14.0,55.0,895.0,1.0,6794,8.82379514872053,Economy,No info
Air India,3,2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40,25.0,45.0,1545.0,2.0,15428,9.643939319328119,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50,23.0,50.0,1430.0,1.0,14388,9.574149804815514,Business,No info
IndiGo,5,2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30,10.0,30.0,630.0,1.0,6896,8.83869681234353,Economy,No info
IndiGo,3,2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2.0,55.0,175.0,0.0,6144,8.723231274827508,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,05:05,6.0,15.0,375.0,1.0,19225,9.863966794373844,Business,No info
Air India,5,2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55,16.0,10.0,970.0,2.0,13227,9.490015474026047,Business,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25,23.0,0.0,1380.0,2.0,11664,9.36426245424844,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15,23.0,20.0,1400.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40,7.0,30.0,450.0,1.0,7757,8.956350940490871,Economy,In-flight meal not included
IndiGo,5,2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1.0,30.0,90.0,0.0,2754,7.9208096792886,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14.0,0.0,840.0,1.0,7618,8.938269147038548,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7.0,5.0,425.0,1.0,14781,9.601097851212073,Business,No info
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2.0,55.0,175.0,0.0,4284,8.36264243156764,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12.0,15.0,735.0,1.0,7740,8.954156966583772,Economy,No info
IndiGo,6,2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2.0,45.0,165.0,0.0,3419,8.137103389639302,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40,20.0,15.0,1215.0,1.0,13941,9.542589417753089,Business,No info
Air India,6,2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55,27.0,5.0,1625.0,2.0,12723,9.4511666581427,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → ATQ → BOM → COK,08:10,04:25,20.0,15.0,1215.0,2.0,14300,9.568014816247999,Business,No info
Air India,5,2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2.0,45.0,165.0,0.0,6121,8.71948076085107,Economy,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:45,11.0,45.0,705.0,1.0,17549,9.772752247213607,Business,No info
SpiceJet,3,2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:10,1.0,25.0,85.0,0.0,1759,7.472500744737558,Economy,No info
IndiGo,5,2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2.0,45.0,165.0,0.0,4423,8.394573477868327,Economy,No info
Jet Airways,4,2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3.0,0.0,180.0,0.0,4544,8.421562960400987,Economy,In-flight meal not included
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11.0,0.0,660.0,1.0,12402,9.425613028909824,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20,24.0,55.0,1495.0,1.0,9663,9.176059437999308,Economy,In-flight meal not included
Jet Airways,4,2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35,26.0,35.0,1595.0,1.0,12681,9.447860089234899,Business,No info
Air India,4,2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25,23.0,40.0,1420.0,1.0,5117,8.540323608805092,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35,23.0,35.0,1415.0,1.0,12898,9.464827539570322,Business,In-flight meal not included
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15,25.0,45.0,1545.0,1.0,13941,9.542589417753089,Business,No info
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2.0,45.0,165.0,0.0,4030,8.301521654940728,Economy,In-flight meal not included
IndiGo,3,2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1.0,25.0,85.0,0.0,17501,9.770013301136158,Business,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20,19.0,15.0,1155.0,1.0,8529,9.05122740031911,Economy,In-flight meal not included
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30,15.0,30.0,930.0,1.0,8073,8.996280439395015,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15,24.0,30.0,1470.0,2.0,11942,9.387816877106937,Economy,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,18:50,13.0,20.0,800.0,2.0,11702,9.367515046348181,Economy,No info
IndiGo,6,2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7.0,35.0,455.0,1.0,6442,8.770594329891145,Economy,No info
IndiGo,6,2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2.0,45.0,165.0,0.0,4804,8.477204183199873,Economy,No info
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2.0,50.0,170.0,0.0,4823,8.481151420068972,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,08:50,19:00,10.0,10.0,610.0,1.0,10877,9.294405747093851,Economy,No info
Air India,6,2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30,30.0,30.0,1830.0,2.0,10151,9.225327501784431,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → COK,05:10,08:00,2.0,50.0,170.0,0.0,5201,8.556606193773073,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8.0,25.0,505.0,1.0,13067,9.477845246989146,Business,No info
IndiGo,3,2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1.0,30.0,90.0,0.0,2754,7.9208096792886,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,21:50,12.0,25.0,745.0,1.0,8366,9.031931152002144,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24.0,55.0,1495.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Vistara,6,2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2.0,35.0,155.0,0.0,4878,8.492490578775866,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21.0,15.0,1275.0,2.0,10231,9.23317760587894,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,04:25,22.0,55.0,1375.0,2.0,13292,9.494917629474484,Business,No info
IndiGo,6,2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2.0,35.0,155.0,0.0,4804,8.477204183199873,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → COK,14:10,17:10,3.0,0.0,180.0,0.0,5201,8.556606193773073,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25,8.0,55.0,535.0,2.0,10368,9.246479418592056,Economy,In-flight meal not included
Vistara,6,2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50,22.0,30.0,1350.0,1.0,8820,9.084777149000837,Economy,No info
Jet Airways,3,2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1.0,30.0,90.0,0.0,4160,8.333270353255308,Economy,In-flight meal not included
Air India,5,2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9.0,5.0,545.0,1.0,8891,9.09279480812114,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25,21.0,25.0,1285.0,1.0,10539,9.262837940933936,Economy,In-flight meal not included
SpiceJet,4,2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2.0,40.0,160.0,0.0,3971,8.286773231131251,Economy,No info
IndiGo,6,2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13.0,30.0,810.0,1.0,6093,8.714895850248494,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6.0,25.0,385.0,1.0,8266,9.019905995071678,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → MAA → COK,12:30,09:25,20.0,55.0,1255.0,1.0,7480,8.919988070968524,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25,10.0,10.0,610.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Air India,6,2019,Delhi,Cochin,DEL → BLR → COK,20:30,23:00,26.0,30.0,1590.0,1.0,8907,9.09459276343187,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10.0,15.0,615.0,1.0,11789,9.374922172292127,Economy,No info
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7.0,20.0,440.0,1.0,15135,9.624765221455819,Business,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10.0,45.0,645.0,1.0,7887,8.97297111339799,Economy,No info
IndiGo,5,2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7.0,5.0,425.0,1.0,6818,8.827321452697849,Economy,No info
IndiGo,3,2019,Chennai,Kolkata,MAA → CCU,05:15,07:35,2.0,20.0,140.0,0.0,6482,8.776784383701493,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12.0,0.0,720.0,1.0,7888,8.973097896282471,Economy,No info
Jet Airways,3,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:45,20.0,20.0,1220.0,1.0,13759,9.529448434427817,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11.0,0.0,660.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Jet Airways,6,2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25,13.0,50.0,830.0,2.0,13376,9.501217335324483,Business,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9.0,0.0,540.0,1.0,10197,9.229848838364227,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7.0,50.0,470.0,1.0,7997,8.98682175033189,Economy,No info
Air India,4,2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25,16.0,5.0,965.0,1.0,5117,8.540323608805092,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9.0,0.0,540.0,1.0,12373,9.423271958213975,Business,In-flight meal not included
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:30,12.0,40.0,760.0,1.0,6795,8.823942326585245,Economy,No info
Jet Airways,6,2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3.0,5.0,185.0,0.0,7229,8.885855993000296,Economy,In-flight meal not included
Air India,3,2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1.0,30.0,90.0,0.0,2575,7.853604813097837,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → GAU → BLR,09:50,21:05,11.0,15.0,675.0,1.0,7662,8.944028325260595,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,21:50,12.0,25.0,745.0,1.0,8366,9.031931152002144,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12.0,20.0,740.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
IndiGo,6,2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2.0,25.0,145.0,0.0,3540,8.17188200612782,Economy,No info
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:35,15.0,35.0,935.0,1.0,16863,9.732877151670184,Business,No info
Air India,5,2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2.0,50.0,170.0,0.0,6121,8.71948076085107,Economy,No info
IndiGo,3,2019,Banglore,New Delhi,BLR → MAA → DEL,06:25,11:30,5.0,5.0,305.0,1.0,8434,9.040026434306505,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6.0,35.0,395.0,1.0,14151,9.557540571952371,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7.0,5.0,425.0,2.0,14441,9.577826662126565,Business,No info
GoAir,6,2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2.0,50.0,170.0,0.0,3898,8.268218880067506,Economy,No info
Jet Airways,4,2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35,13.0,30.0,810.0,2.0,9483,9.157256000883727,Economy,No info
Air Asia,4,2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2.0,50.0,170.0,0.0,4282,8.362175469149628,Economy,No info
Jet Airways,6,2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3.0,0.0,180.0,0.0,6478,8.776167099731275,Economy,In-flight meal not included
Jet Airways,3,2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25,33.0,15.0,1995.0,2.0,16809,9.729669736233394,Business,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35,23.0,10.0,1390.0,2.0,16704,9.723403490682365,Business,No info
GoAir,6,2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2.0,55.0,175.0,0.0,3898,8.268218880067506,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BDQ → DEL,05:50,12:20,6.0,30.0,390.0,1.0,11297,9.33229248272693,Economy,No info
IndiGo,5,2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2.0,30.0,150.0,0.0,5224,8.561018670956267,Economy,No info
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2.0,55.0,175.0,0.0,4823,8.481151420068972,Economy,No info
IndiGo,3,2019,Delhi,Cochin,DEL → BOM → COK,04:45,15:30,10.0,45.0,645.0,1.0,14871,9.607168286688683,Business,No info
Air India,6,2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25,23.0,40.0,1420.0,1.0,7480,8.919988070968524,Economy,No info
IndiGo,5,2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2.0,35.0,155.0,0.0,5224,8.561018670956267,Economy,No info
Multiple carriers,4,2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9.0,0.0,540.0,1.0,6093,8.714895850248494,Economy,In-flight meal not included
IndiGo,6,2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1.0,30.0,90.0,0.0,2754,7.9208096792886,Economy,No info
IndiGo,6,2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1.0,35.0,95.0,0.0,2227,7.708410667257367,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11.0,45.0,705.0,1.0,14781,9.601097851212073,Business,No info
GoAir,5,2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2.0,55.0,175.0,0.0,3898,8.268218880067506,Economy,No info
Vistara,5,2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15.0,30.0,930.0,1.0,9397,9.148145768383065,Economy,No info
Vistara,6,2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,10:45,27.0,35.0,1655.0,1.0,8452,9.042158378735948,Economy,No info
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,23:30,02:20,2.0,50.0,170.0,0.0,4591,8.431853144249223,Economy,No info
IndiGo,4,2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15,5.0,15.0,315.0,1.0,5930,8.68777949199177,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14.0,35.0,875.0,2.0,10991,9.3048320350689,Economy,No info
SpiceJet,3,2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2.0,40.0,160.0,0.0,4622,8.438582790834326,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7.0,30.0,450.0,1.0,14714,9.59655470049221,Business,No info
IndiGo,6,2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2.0,50.0,170.0,0.0,4823,8.481151420068972,Economy,No info
Jet Airways,3,2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1.0,30.0,90.0,0.0,2228,7.708859601047175,Economy,In-flight meal not included
Jet Airways,5,2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6.0,35.0,395.0,1.0,10703,9.278279354984376,Economy,In-flight meal not included
Vistara,5,2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2.0,35.0,155.0,0.0,5613,8.6328406149422,Economy,No info
Jet Airways,3,2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:10,11.0,40.0,700.0,1.0,13759,9.529448434427817,Business,No info
IndiGo,6,2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2.0,50.0,170.0,0.0,3943,8.279697133877628,Economy,No info
IndiGo,3,2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2.0,45.0,165.0,0.0,4944,8.505929999137527,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5.0,0.0,300.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
SpiceJet,6,2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7.0,15.0,435.0,1.0,8479,9.045347797304004,Economy,No info
IndiGo,6,2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8.0,35.0,515.0,1.0,7514,8.924523226133914,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → COK,14:10,17:10,3.0,0.0,180.0,0.0,6934,8.844192126244968,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17.0,5.0,1025.0,1.0,9663,9.176059437999308,Economy,In-flight meal not included
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11.0,0.0,660.0,1.0,8085,8.997765772011208,Economy,In-flight meal not included
Vistara,3,2019,Delhi,Cochin,DEL → COK,06:00,09:10,3.0,10.0,190.0,0.0,7266,8.890961212781146,Economy,No info
IndiGo,6,2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5.0,20.0,320.0,1.0,6493,8.778479952508487,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9.0,0.0,540.0,1.0,14714,9.59655470049221,Business,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6.0,30.0,390.0,1.0,7485,8.920656296853728,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25,15.0,25.0,925.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Vistara,3,2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2.0,45.0,165.0,0.0,4878,8.492490578775866,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6.0,30.0,390.0,1.0,7198,8.881558488638976,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:00,16.0,5.0,965.0,1.0,17261,9.75620490038669,Business,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15,12.0,15.0,735.0,1.0,13044,9.47608353690921,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25.0,30.0,1530.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12.0,35.0,755.0,1.0,8614,9.061144065614055,Economy,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:45,27.0,45.0,1665.0,1.0,12032,9.39532504618962,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,13:15,6.0,15.0,375.0,1.0,12284,9.416052881560713,Business,No info
GoAir,5,2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2.0,55.0,175.0,0.0,3419,8.137103389639302,Economy,No info
IndiGo,3,2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:20,6.0,10.0,370.0,1.0,6528,8.783855896643942,Economy,No info
Vistara,3,2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2.0,40.0,160.0,0.0,5403,8.594709633844065,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7.0,30.0,450.0,1.0,9732,9.183174703903413,Economy,In-flight meal not included
IndiGo,4,2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5.0,20.0,320.0,1.0,5761,8.658866349732383,Economy,No info
Air India,6,2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25,22.0,25.0,1345.0,2.0,12009,9.393411647660683,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,08:15,26.0,30.0,1590.0,1.0,8586,9.057888248784506,Economy,In-flight meal not included
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3.0,0.0,180.0,0.0,6144,8.723231274827508,Economy,In-flight meal not included
SpiceJet,5,2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2.0,40.0,160.0,0.0,3257,8.088561805276234,Economy,No check-in baggage included
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,17:45,01:30,7.0,45.0,465.0,1.0,9021,9.107310471656639,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35,25.0,5.0,1505.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Air India,3,2019,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,05:30,14:50,9.0,20.0,560.0,2.0,13757,9.529303064460995,Business,No info
IndiGo,3,2019,Delhi,Cochin,DEL → COK,14:30,17:35,3.0,5.0,185.0,0.0,5895,8.68185981297147,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40,9.0,45.0,585.0,1.0,9663,9.176059437999308,Economy,In-flight meal not included
Air India,5,2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50,25.0,35.0,1535.0,1.0,6587,8.792853288640693,Economy,No info
SpiceJet,5,2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2.0,40.0,160.0,0.0,3311,8.105005537547246,Economy,No info
SpiceJet,5,2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5.0,15.0,315.0,1.0,6297,8.747828608488742,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24.0,55.0,1495.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
IndiGo,5,2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1.0,30.0,90.0,0.0,4049,8.30622521603216,Economy,No info
Air India,6,2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2.0,50.0,170.0,0.0,6961,8.848078421168667,Economy,No info
SpiceJet,3,2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2.0,15.0,135.0,0.0,3384,8.126813720726114,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26.0,55.0,1615.0,2.0,13029,9.474932921202932,Business,In-flight meal not included
SpiceJet,5,2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2.0,15.0,135.0,0.0,3859,8.258163361537619,Economy,No check-in baggage included
Air India,6,2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15,24.0,30.0,1470.0,2.0,11732,9.37007543009734,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10.0,15.0,615.0,1.0,12524,9.435402082446297,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,12:25,5.0,25.0,325.0,1.0,12284,9.416052881560713,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10.0,20.0,620.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Jet Airways,6,2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7.0,5.0,425.0,2.0,13344,9.498822124598528,Business,In-flight meal not included
Jet Airways,4,2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3.0,0.0,180.0,0.0,7229,8.885855993000296,Economy,No info
Air India,6,2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55,23.0,5.0,1385.0,2.0,14960,9.613135251528469,Business,No info
Air India,6,2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40,24.0,50.0,1490.0,2.0,13381,9.50159106930499,Business,No info
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:35,12.0,45.0,765.0,1.0,15147,9.625557771527026,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40,22.0,10.0,1330.0,1.0,8586,9.057888248784506,Economy,In-flight meal not included
IndiGo,5,2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8.0,10.0,490.0,1.0,7054,8.861350110795998,Economy,No info
